,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
713,1993,32,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,431,211,97,2.28,1.116,0.513,1636453,26.34,12.89,5.93,18.90351,7.7,14.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11551.514
714,1994,32,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,447,240,133,2.18,1.17,0.649,1682398,26.57,14.27,7.91,20.50459,6.3,14.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12187.716
715,1995,32,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,485,222,106,2.29,1.048,0.5,1720394,28.19,12.9,6.16,21.179039,6.3,14.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12310.574
716,1996,32,0.0,0.375,0.0,0.625,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,485,237,109,2.25,1.099,0.506,1752326,27.679998,13.52,6.22,21.555561,8.1,14.900001,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12301.113
717,1997,32,0.0,0.0,0.0,1.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,484,204,106,2.21,0.931,0.484,1774839,27.27,11.490001,5.9700003,21.90045,6.2,15.000001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12339.401
718,1998,32,0.0,0.0,0.0,1.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,424,192,103,1.91,0.865,0.464,1793484,23.640001,10.71,5.74,22.19895,6.2,15.099999,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12377.557
719,1999,32,0.0,0.0,0.0,1.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,460,212,115,2.06,0.949,0.515,1808082,25.439999,11.73,6.3599997,22.3301,5.6,15.099999,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12350.158
720,2000,32,0.0,0.0,0.0,1.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,432,179,95,1.9,0.787,0.418,1819046,23.75,9.84,5.2200003,22.73684,5.0,14.900001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12499.32
721,2001,32,0.0,0.0,0.0,1.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,464,206,98,2.0,0.888,0.422,1830935,25.34,11.25,5.3500004,23.2,4.8,14.599999,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12671.122
722,2002,32,0.0,0.0,0.0,1.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,449,210,104,1.97,0.921,0.456,1852044,24.24,11.339999,5.62,22.791882,5.4,14.599999,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12306.339
723,2003,32,0.0,0.0,0.0,1.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,439,212,96,1.92,0.927,0.42,1874614,23.42,11.31,5.1200004,22.86458,6.4,14.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12196.953
724,2004,32,0.0,0.0,0.0,1.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,521,219,107,2.18,0.916,0.448,1903000,27.38,11.51,5.62,23.89908,5.6,14.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12558.634
725,1980,33,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,2610,1468,805,3.4,1.912,1.049,17558072,14.86,8.360001,4.58,76.76471,7.5,17.800001,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4372.0464
726,1981,33,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,2489,1347,721,3.145,1.702,0.911,17567715,14.49,7.67,4.1,79.13,7.6,17.7,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4504.285
727,1982,33,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,2162,1110,629,2.69,1.381,0.783,17589747,12.29,6.31,3.5800002,80.37175,8.6,17.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4569.239
728,1983,33,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,1.0,0.0,0.0,2077,1015,527,2.48,1.212,0.629,17686932,11.74,5.74,2.98,83.75,8.6,17.3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4735.135
729,1984,33,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,1.0,0.0,0.0,2060,986,516,2.36,1.13,0.591,17745734,11.610001,5.56,2.91,87.28814,7.2,17.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4918.8237
730,1985,33,1.0,0.0,0.0,0.0,0.0,1,19.0,0.0,0.0,1.0,0.0,0.0,2006,965,502,2.22,1.068,0.556,17791700,11.2699995,5.42,2.8200002,90.36036,6.5,16.9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5078.793
731,1986,33,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,2121,990,488,2.24,1.046,0.515,17833442,11.89,5.55,2.7399998,94.6875,6.3,16.599998,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309.5474
732,1987,33,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,2339,1084,556,2.39,1.108,0.568,17868856,13.09,6.0699997,3.11,97.86611,4.9,16.2,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5476.9097
733,1988,33,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,2256,995,507,2.18,0.961,0.49,17941338,12.57,5.55,2.83,103.486244,4.2,15.700001,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5768.0337
734,1989,33,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,2260,982,502,2.13,0.926,0.473,17983100,12.57,5.46,2.7900002,106.10329,5.1,15.2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900.167
735,1990,33,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,2217,1032,530,2.07,0.964,0.495,18002855,12.309999,5.73,2.94,107.101456,5.3,14.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949.137
736,1991,33,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,2008,938,488,1.87,0.874,0.454,18122510,11.08,5.1800003,2.69,107.37968,7.3,14.200001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5925.21
737,1992,33,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,1815,787,390,1.65,0.715,0.355,18246653,9.95,4.31,2.14,110.0,8.6,13.799999,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6028.503
738,1993,33,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,1790,761,377,1.59,0.676,0.335,18374954,9.74,4.14,2.05,112.57862,7.8,13.500001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6126.7427
739,1994,33,1.0,0.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,1678,697,356,1.49,0.619,0.316,18459470,9.09,3.78,1.9300001,112.617455,6.9,13.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6100.796
740,1995,33,0.583,0.417,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,1679,750,379,1.46,0.652,0.33,18524104,9.06,4.05,2.05,115.0,6.3,13.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6208.1274
741,1996,33,0.0,1.0,0.0,0.0,0.0,1,21.0,0.167,0.0,1.0,0.0,0.0,1593,711,374,1.34,0.598,0.315,18588460,8.57,3.82,2.01,118.8806,6.2,12.700001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6395.398
742,1997,33,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,1652,685,299,1.37,0.568,0.248,18656546,8.85,3.67,1.5999999,120.58394,6.4,12.700001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6463.3584
743,1998,33,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,1514,642,308,1.23,0.522,0.25,18755906,8.07,3.42,1.6400001,123.08943,5.6,12.700001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6562.702
744,1999,33,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,1599,659,303,1.26,0.519,0.239,18882725,8.47,3.49,1.5999999,126.904755,5.2,12.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6720.68
745,2000,33,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,1460,625,304,1.13,0.484,0.235,18976457,7.69,3.29,1.5999999,129.20354,4.6,13.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6808.623
746,2001,33,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,1564,698,340,1.2,0.536,0.261,19084350,8.2,3.6599998,1.78,130.33333,4.9,13.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6829.33
747,2002,33,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,1530,708,307,1.146,0.53,0.23,19134293,7.9500003,3.68,1.5999999,133.50876,6.1,13.400001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6977.4595
748,2003,33,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.25,0.5,0.5,0.0,1493,648,303,1.101,0.478,0.224,19190115,7.77,3.3700001,1.58,135.54546,6.3,13.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7063.2954
749,2004,33,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,0.0,1493,641,315,1.08,0.464,0.228,19227000,7.77,3.33,1.6400001,138.24074,5.6,13.9,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7189.9277
750,1980,34,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,1503,757,465,3.6,1.813,1.114,5881766,25.550001,12.869999,7.91,41.75,6.6,19.400002,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7098.208
751,1981,34,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,1475,746,435,3.507,1.774,1.034,5956649,24.48,12.5199995,7.3,42.059,6.4,19.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7060.849
752,1982,34,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,1303,668,399,3.02,1.548,0.925,6019122,21.65,11.1,6.63,43.1457,9.0,18.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7168.105
753,1983,34,1.0,0.0,0.0,0.0,0.0,0,18.7,0.333,0.0,1.0,0.0,0.25,1234,595,320,2.74,1.321,0.711,6077072,20.31,9.79,5.27,45.0365,8.9,18.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7410.888
754,1984,34,1.0,0.0,0.0,0.0,0.0,0,19.0,1.0,0.0,1.0,0.0,1.0,1450,692,394,3.01,1.436,0.818,6164020,23.52,11.2300005,6.39,48.17276,6.7,18.099998,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7815.1533
755,1985,34,1.0,0.0,0.0,0.0,0.0,0,19.0,1.0,0.0,1.0,0.0,1.0,1482,628,355,2.97,1.259,0.711,6253998,23.699999,10.039999,5.6800003,49.898987,5.4,17.7,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7978.7344
756,1986,34,1.0,0.0,0.0,0.0,0.0,1,20.0,1.0,0.0,1.0,0.0,1.0,1647,705,386,3.12,1.336,0.731,6321598,26.05,11.15,6.11,52.78846,5.3,17.3,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350.493
757,1987,34,0.25,0.75,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,1584,725,387,2.9,1.327,0.709,6403695,24.74,11.32,6.04,54.620693,4.5,17.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8529.559
758,1988,34,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,1573,632,339,2.71,1.089,0.584,6480613,24.27,9.75,5.23,58.04428,3.6,16.599998,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956.604
759,1989,34,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,1471,599,297,2.4,0.977,0.485,6565469,22.41,9.12,4.52,61.29167,3.5,16.2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9335.46
760,1990,34,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,1385,621,331,2.21,0.991,0.528,6656987,20.810001,9.33,4.9700003,62.66968,4.2,15.9,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9414.121
761,1991,34,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,1369,609,309,2.11,0.939,0.476,6784280,20.179998,8.98,4.55,64.88152,5.8,15.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9563.509
762,1992,34,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,1265,547,279,1.87,0.809,0.412,6897214,18.34,7.93,4.05,67.647064,6.0,15.099999,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9807.883
763,1993,34,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.75,0.25,1.0,1389,543,279,2.0,0.782,0.402,7042818,19.72,7.71,3.96,69.45,4.9,14.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9861.109
764,1994,34,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,1431,605,330,1.99,0.841,0.459,7187398,19.91,8.42,4.59,71.909546,4.4,14.4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10004.948
765,1995,34,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,1448,625,305,1.9,0.82,0.4,7344674,19.71,8.51,4.15,76.21053,4.3,14.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10376.299
766,1996,34,0.0,0.583,0.417,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,1494,629,315,1.89,0.796,0.398,7500670,19.92,8.389999,4.2,79.047615,4.3,13.7,0.417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10538.741
767,1997,34,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,1483,612,315,1.81,0.747,0.384,7656825,19.37,7.9900002,4.11,81.9337,3.6,13.500001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10700.741
768,1998,34,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,1596,661,308,1.87,0.774,0.361,7809121,20.439999,8.46,3.94,85.347595,3.5,13.400001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10929.22
769,1999,34,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,1505,621,308,1.71,0.706,0.35,7949361,18.93,7.8100004,3.87,88.0117,3.2,13.400001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11071.545
770,2000,34,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,1557,681,347,1.74,0.761,0.388,8049313,19.34,8.46,4.31,89.48276,3.6,13.500001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11116.819
771,2001,34,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,1530,615,285,1.67,0.671,0.311,8206105,18.64,7.4900002,3.47,91.616776,5.5,13.7,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11164.466
772,2002,34,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,1576,699,328,1.701,0.754,0.354,8305820,18.960001,8.41,3.95,92.647064,6.7,13.799999,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11154.475
773,2003,34,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,1553,670,323,1.653,0.713,0.344,8407248,18.21,7.86,3.79,93.926384,6.5,13.9,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11172.073
774,2004,34,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,1557,655,338,1.62,0.682,0.352,8541000,18.23,7.67,3.96,96.11111,5.3,14.1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11252.91
775,1980,35,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,151,93,52,2.9,1.786,0.999,652717,23.13,14.25,7.97,5.2069,5.0,20.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7977.271
776,1981,35,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,167,94,58,3.12,1.756,1.084,659522,26.55,14.25,8.79,5.352,5.0,19.8,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8114.9683
777,1982,35,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,0.0,0.0,148,85,51,2.82,1.62,0.972,668968,22.119999,12.71,7.6200004,5.24823,5.9,19.2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7845.263
778,1983,35,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.5,0.0,0.5,116,64,31,2.16,1.192,0.577,676685,17.14,9.46,4.58,5.37037,5.6,18.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7936.2925
779,1984,35,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,100,41,23,1.86,0.763,0.428,680497,14.700001,6.0299997,3.38,5.37634,5.1,17.800001,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7900.608
780,1985,35,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,90,47,25,1.61,0.841,0.447,676991,13.29,6.94,3.6899998,5.59006,5.9,17.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8257.215
781,1986,35,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,100,39,19,1.78,0.694,0.338,669487,14.94,5.83,2.8400002,5.61798,6.3,16.5,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8391.47
782,1987,35,0.25,0.75,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,101,46,27,1.78,0.811,0.476,661166,15.28,6.96,4.08,5.67416,5.2,15.9,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8582.05
783,1988,35,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,104,42,21,1.8,0.727,0.363,655272,15.87,6.41,3.1999998,5.7777796,4.8,15.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8817.376
784,1989,35,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,81,30,15,1.38,0.511,0.256,646340,12.530001,4.64,2.32,5.86957,4.3,15.099999,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9081.242
785,1990,35,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,112,49,28,1.9,0.831,0.475,637364,17.57,7.69,4.3900003,5.89474,4.0,14.900001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9248.624
786,1991,35,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,94,46,25,1.58,0.773,0.42,635753,14.79,7.24,3.93,5.94937,4.3,14.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9357.989
787,1992,35,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,88,45,27,1.45,0.741,0.445,638223,13.789999,7.0499997,4.23,6.06897,5.1,14.900001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9509.169
788,1993,35,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,89,37,26,1.45,0.603,0.424,641216,13.88,5.7700005,4.05,6.1379304,4.4,14.900001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9572.329
789,1994,35,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,88,42,24,1.39,0.663,0.379,644804,13.65,6.51,3.72,6.33094,3.9,15.000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9818.394
790,1995,35,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,74,37,21,1.13,0.565,0.321,647832,11.42,5.71,3.24,6.54867,3.3,15.099999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10108.593
791,1996,35,0.0,0.417,0.583,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,1.0,85,42,19,1.26,0.623,0.282,650382,13.070001,6.46,2.92,6.74603,3.1,15.099999,0.583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10372.411
792,1997,35,0.0,0.0,1.0,0.0,0.0,2,21.0,0.417,0.0,1.0,0.0,1.0,105,47,17,1.47,0.658,0.238,649716,16.16,7.23,2.62,7.14286,2.5,15.4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10993.819
793,1998,35,0.0,0.0,1.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,1.0,92,37,18,1.25,0.503,0.245,647532,14.21,5.71,2.78,7.36,3.2,15.6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11366.233
794,1999,35,0.0,0.0,1.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,1.0,119,52,29,1.64,0.717,0.4,644259,18.47,8.07,4.5,7.2561,3.4,15.800001,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11262.707
795,2000,35,0.0,0.0,1.0,0.0,0.0,2,21.0,1.0,0.0,1.0,0.0,1.0,86,53,30,1.19,0.733,0.415,642200,13.389999,8.25,4.67,7.22689,3.0,16.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11253.333
